dt_iso,temp,humidity,wind_speed,clouds_all,pressure,dew_point
2022-12-31 23:00:00+00:00,282.1,92,0.45,100,998,280.87
2023-01-01 00:00:00+00:00,282.06,94,2.3,100,998,281.15
2023-01-01 01:00:00+00:00,282.45,96,3.3,100,997,281.85
2023-01-01 02:00:00+00:00,283.25,95,4.5,100,997,282.49
2023-01-01 03:00:00+00:00,283.06,96,13.4,100,997,282.45
2023-01-01 04:00:00+00:00,283.12,97,12.9,100,997,282.67
2023-01-01 05:00:00+00:00,283.4,94,5.1,100,998,282.48
2023-01-01 06:00:00+00:00,283.66,95,12.9,99,999,282.89
2023-01-01 07:00:00+00:00,283.72,92,12.4,100,999,282.48
2023-01-01 08:00:00+00:00,283.48,93,11.3,100,1001,282.4
2023-01-01 09:00:00+00:00,283.45,92,10.3,100,1002,282.21
2023-01-01 10:00:00+00:00,283.61,90,12.9,100,1002,282.04
2023-01-01 11:00:00+00:00,283.95,87,7.5,100,1002,281.88
2023-01-01 12:00:00+00:00,283.37,86,13.4,86,1004,281.14
2023-01-01 13:00:00+00:00,283.32,82,6.7,91,1004,280.39
2023-01-01 14:00:00+00:00,282.74,85,10.8,72,1006,280.35
2023-01-01 15:00:00+00:00,281.82,87,9.3,65,1007,279.78
2023-01-01 16:00:00+00:00,281.54,88,8.8,93,1009,279.67
2023-01-01 17:00:00+00:00,281.02,89,8.8,100,1010,279.32
2023-01-01 18:00:00+00:00,280.82,89,9.3,100,1009,279.12
2023-01-01 19:00:00+00:00,280.98,90,7.7,100,1011,279.44
2023-01-01 20:00:00+00:00,281.12,90,8.2,98,1011,279.58
2023-01-01 21:00:00+00:00,281.22,91,6.7,100,1011,279.84
2023-01-01 22:00:00+00:00,280.7,91,6.2,100,1012,279.33
2023-01-01 23:00:00+00:00,280.77,90,6.2,100,1011,279.24
2023-01-02 00:00:00+00:00,280.18,92,7.7,100,1012,278.97
2023-01-02 01:00:00+00:00,280.28,93,8.8,100,1011,279.23
2023-01-02 02:00:00+00:00,280.45,93,7.7,100,1011,279.39
2023-01-02 03:00:00+00:00,280.4,94,7.2,100,1010,279.5
2023-01-02 04:00:00+00:00,280.44,94,7.2,100,1010,279.54
2023-01-02 05:00:00+00:00,280.5,94,4.1,100,1009,279.6
2023-01-02 06:00:00+00:00,280.52,95,6.7,100,1008,279.77
2023-01-02 07:00:00+00:00,280.43,95,6.7,100,1007,279.68
2023-01-02 08:00:00+00:00,280.89,95,9.3,100,1006,280.14
2023-01-02 09:00:00+00:00,281.32,94,3.3,100,1005,280.41
2023-01-02 10:00:00+00:00,281.71,95,8.2,100,1005,280.96
2023-01-02 11:00:00+00:00,282.33,94,2.7,100,1003,281.42
2023-01-02 12:00:00+00:00,282.73,96,8.8,100,1004,282.12
2023-01-02 13:00:00+00:00,282.61,95,2.6,100,1002,281.85
2023-01-02 14:00:00+00:00,282.34,97,9.3,100,1004,281.89
2023-01-02 15:00:00+00:00,281.35,95,11.3,100,1006,280.6
2023-01-02 16:00:00+00:00,280.31,94,8.2,100,1008,279.41
2023-01-02 17:00:00+00:00,279.87,96,7.7,80,1008,279.28
2023-01-02 18:00:00+00:00,279.24,95,6.7,68,1010,278.5
2023-01-02 19:00:00+00:00,279.65,94,8.8,58,1009,278.76
2023-01-02 20:00:00+00:00,279.87,92,11.3,100,1010,278.66
2023-01-02 21:00:00+00:00,279.84,92,10.8,100,1011,278.63
2023-01-02 22:00:00+00:00,279.77,86,12.4,58,1012,277.6
2023-01-02 23:00:00+00:00,279.41,84,11.8,40,1012,276.91
2023-01-03 00:00:00+00:00,279.2,86,11.3,13,1013,277.04
2023-01-03 01:00:00+00:00,278.58,88,11.3,11,1014,276.75
2023-01-03 02:00:00+00:00,278.2,88,12.4,22,1014,276.38
2023-01-03 03:00:00+00:00,278.47,85,12.9,51,1015,276.16
2023-01-03 04:00:00+00:00,278.65,85,12.9,73,1015,276.33
2023-01-03 05:00:00+00:00,278.42,85,4.0,69,1015,276.11
2023-01-03 06:00:00+00:00,278.72,87,12.4,55,1016,276.73
2023-01-03 07:00:00+00:00,278.95,87,12.4,47,1017,276.96
2023-01-03 08:00:00+00:00,278.83,86,10.3,34,1018,276.67
2023-01-03 09:00:00+00:00,278.91,85,11.3,24,1018,276.59
2023-01-03 10:00:00+00:00,279.26,84,10.3,30,1019,276.76
2023-01-03 11:00:00+00:00,279.53,83,9.8,22,1020,276.86
2023-01-03 12:00:00+00:00,279.97,81,7.7,28,1020,276.94
2023-01-03 13:00:00+00:00,279.81,81,7.2,21,1020,276.79
2023-01-03 14:00:00+00:00,279.46,83,6.2,24,1021,276.79
2023-01-03 15:00:00+00:00,278.5,85,5.1,22,1021,276.19
2023-01-03 16:00:00+00:00,277.42,87,5.7,37,1022,275.45
2023-01-03 17:00:00+00:00,276.84,90,6.2,50,1022,275.35
2023-01-03 18:00:00+00:00,276.38,92,6.7,33,1022,275.21
2023-01-03 19:00:00+00:00,276.13,92,6.7,57,1022,274.96
2023-01-03 20:00:00+00:00,275.4,92,1.0,99,1021,274.24
2023-01-03 21:00:00+00:00,274.8,93,0.8,94,1021,273.79
2023-01-03 22:00:00+00:00,274.39,93,0.9,100,1020,273.39
2023-01-03 23:00:00+00:00,275.61,92,8.2,100,1020,274.44
2023-01-04 00:00:00+00:00,276.74,91,9.3,100,1019,275.41
2023-01-04 01:00:00+00:00,277.16,91,9.8,100,1017,275.83
2023-01-04 02:00:00+00:00,277.41,93,9.8,100,1017,276.38
2023-01-04 03:00:00+00:00,277.58,95,10.8,100,1015,276.85
2023-01-04 04:00:00+00:00,277.72,96,10.8,100,1013,277.14
2023-01-04 05:00:00+00:00,277.92,96,13.4,100,1011,277.34
2023-01-04 06:00:00+00:00,278.0,95,13.4,100,1009,277.27
2023-01-04 07:00:00+00:00,278.13,95,14.4,100,1007,277.4
2023-01-04 08:00:00+00:00,278.24,96,14.4,100,1006,277.66
2023-01-04 09:00:00+00:00,278.33,96,13.9,100,1004,277.75
2023-01-04 10:00:00+00:00,278.79,96,13.4,100,1002,278.2
2023-01-04 11:00:00+00:00,279.31,96,12.4,100,1000,278.72
2023-01-04 12:00:00+00:00,280.33,96,11.8,100,999,279.74
2023-01-04 13:00:00+00:00,280.89,96,10.8,100,998,280.29
2023-01-04 14:00:00+00:00,281.41,96,9.3,100,998,280.81
2023-01-04 15:00:00+00:00,281.48,96,8.2,100,997,280.88
2023-01-04 16:00:00+00:00,281.76,95,10.8,100,996,281.01
2023-01-04 17:00:00+00:00,281.81,96,10.3,100,996,281.21
2023-01-04 18:00:00+00:00,281.57,95,10.3,100,996,280.82
2023-01-04 19:00:00+00:00,281.67,95,9.8,97,996,280.92
2023-01-04 20:00:00+00:00,281.39,95,10.3,98,995,280.64
2023-01-04 21:00:00+00:00,281.44,94,10.8,100,995,280.53
2023-01-04 22:00:00+00:00,281.39,94,9.8,100,995,280.48
2023-01-04 23:00:00+00:00,281.06,95,10.8,100,995,280.31
2023-01-05 00:00:00+00:00,280.93,92,9.3,99,994,279.71
2023-01-05 01:00:00+00:00,280.97,89,10.8,100,994,279.27
2023-01-05 02:00:00+00:00,280.41,90,11.8,96,995,278.88
2023-01-05 03:00:00+00:00,280.11,92,13.4,100,994,278.9
2023-01-05 04:00:00+00:00,279.96,88,14.9,95,995,278.11
2023-01-05 05:00:00+00:00,278.46,83,15.4,88,996,275.81
2023-01-05 06:00:00+00:00,277.55,84,15.4,93,996,275.09
2023-01-05 07:00:00+00:00,276.98,88,14.4,98,998,275.18
2023-01-05 08:00:00+00:00,277.15,92,13.4,100,999,275.97
2023-01-05 09:00:00+00:00,277.42,92,14.4,100,1001,276.24
2023-01-05 10:00:00+00:00,277.47,93,13.4,100,1002,276.44
2023-01-05 11:00:00+00:00,277.54,93,10.3,100,1004,276.51
2023-01-05 12:00:00+00:00,276.69,95,10.3,100,1006,275.97
2023-01-05 13:00:00+00:00,276.69,93,7.7,100,1008,275.67
2023-01-05 14:00:00+00:00,276.77,90,6.2,100,1010,275.29
2023-01-05 15:00:00+00:00,276.67,92,6.2,100,1012,275.49
2023-01-05 16:00:00+00:00,276.23,93,4.6,100,1014,275.21
2023-01-05 17:00:00+00:00,276.03,91,5.1,95,1015,274.71
2023-01-05 18:00:00+00:00,275.99,90,4.1,96,1016,274.51
2023-01-05 19:00:00+00:00,275.79,89,5.1,98,1015,274.16
2023-01-05 20:00:00+00:00,275.6,89,5.7,94,1017,273.97
2023-01-05 21:00:00+00:00,275.59,89,5.7,90,1018,273.96
2023-01-05 22:00:00+00:00,275.38,90,6.2,100,1018,273.91
2023-01-05 23:00:00+00:00,275.22,91,7.7,100,1017,273.91
2023-01-06 00:00:00+00:00,275.08,91,9.3,100,1018,273.77
2023-01-06 01:00:00+00:00,274.88,89,9.8,100,1018,273.26
2023-01-06 02:00:00+00:00,275.12,91,10.8,100,1017,273.81
2023-01-06 03:00:00+00:00,275.45,91,10.8,100,1016,274.13
2023-01-06 04:00:00+00:00,275.76,91,12.4,100,1016,274.44
2023-01-06 05:00:00+00:00,276.12,91,13.9,100,1015,274.8
2023-01-06 06:00:00+00:00,276.29,91,14.9,100,1014,274.97
2023-01-06 07:00:00+00:00,276.09,92,16.0,100,1012,274.92
2023-01-06 08:00:00+00:00,275.95,93,17.5,100,1011,274.93
2023-01-06 09:00:00+00:00,275.71,93,19.6,100,1010,274.69
2023-01-06 10:00:00+00:00,275.53,94,18.0,100,1009,274.66
2023-01-06 11:00:00+00:00,275.53,95,16.0,100,1007,274.81
2023-01-06 12:00:00+00:00,276.53,95,13.9,100,1006,275.81
2023-01-06 13:00:00+00:00,277.4,94,9.8,100,1006,276.52
2023-01-06 14:00:00+00:00,278.55,94,7.7,54,1006,277.66
2023-01-06 15:00:00+00:00,279.18,94,5.7,70,1008,278.29
2023-01-06 16:00:00+00:00,279.36,92,7.2,99,1008,278.16
2023-01-06 17:00:00+00:00,279.15,92,7.2,77,1009,277.95
2023-01-06 18:00:00+00:00,278.65,93,7.2,82,1010,277.61
2023-01-06 19:00:00+00:00,278.26,94,7.7,80,1009,277.38
2023-01-06 20:00:00+00:00,278.72,94,9.3,61,1010,277.83
2023-01-06 21:00:00+00:00,279.03,92,8.2,87,1011,277.83
2023-01-06 22:00:00+00:00,279.02,93,7.7,52,1012,277.98
2023-01-06 23:00:00+00:00,279.11,92,9.3,56,1012,277.91
2023-01-07 00:00:00+00:00,279.22,90,6.7,51,1012,277.71
2023-01-07 01:00:00+00:00,279.11,90,5.1,28,1012,277.6
2023-01-07 02:00:00+00:00,278.6,92,6.2,93,1012,277.41
2023-01-07 03:00:00+00:00,278.25,94,6.7,99,1012,277.37
2023-01-07 04:00:00+00:00,278.14,95,7.2,94,1012,277.41
2023-01-07 05:00:00+00:00,278.22,95,7.2,90,1012,277.49
2023-01-07 06:00:00+00:00,277.93,96,6.7,92,1011,277.35
2023-01-07 07:00:00+00:00,277.27,96,7.2,42,1012,276.69
2023-01-07 08:00:00+00:00,277.76,98,6.7,38,1013,277.47
2023-01-07 09:00:00+00:00,278.06,97,9.3,92,1012,277.62
2023-01-07 10:00:00+00:00,278.54,96,8.2,98,1011,277.95
2023-01-07 11:00:00+00:00,278.83,96,8.2,100,1010,278.24
2023-01-07 12:00:00+00:00,278.94,96,7.2,100,1010,278.35
2023-01-07 13:00:00+00:00,279.35,96,7.2,100,1009,278.76
2023-01-07 14:00:00+00:00,279.41,97,7.2,100,1008,278.97
2023-01-07 15:00:00+00:00,279.87,97,7.2,100,1008,279.43
2023-01-07 16:00:00+00:00,280.01,97,8.8,100,1008,279.57
2023-01-07 17:00:00+00:00,280.28,97,7.2,100,1008,279.84
2023-01-07 18:00:00+00:00,280.55,96,9.3,100,1008,279.95
2023-01-07 19:00:00+00:00,280.4,96,9.3,99,1007,279.81
2023-01-07 20:00:00+00:00,280.07,97,9.8,100,1007,279.63
2023-01-07 21:00:00+00:00,280.31,96,8.8,99,1006,279.72
2023-01-07 22:00:00+00:00,280.38,96,11.3,100,1006,279.79
2023-01-07 23:00:00+00:00,280.44,94,11.3,97,1005,279.54
2023-01-08 00:00:00+00:00,280.21,93,10.8,100,1003,279.16
2023-01-08 01:00:00+00:00,280.21,91,11.8,100,1003,278.84
2023-01-08 02:00:00+00:00,279.89,93,11.3,86,1003,278.84
2023-01-08 03:00:00+00:00,279.86,93,10.8,93,1001,278.81
2023-01-08 04:00:00+00:00,279.99,93,9.8,94,1002,278.94
2023-01-08 05:00:00+00:00,279.66,92,10.3,100,1001,278.46
2023-01-08 06:00:00+00:00,279.57,93,11.3,100,1001,278.52
2023-01-08 07:00:00+00:00,279.38,94,9.3,100,1000,278.49
2023-01-08 08:00:00+00:00,279.39,95,8.2,100,1000,278.65
2023-01-08 09:00:00+00:00,279.55,95,7.7,100,999,278.81
2023-01-08 10:00:00+00:00,279.54,95,7.7,100,1000,278.8
2023-01-08 11:00:00+00:00,279.51,96,7.7,100,1000,278.92
2023-01-08 12:00:00+00:00,279.53,96,7.7,100,999,278.94
2023-01-08 13:00:00+00:00,279.55,96,7.2,100,998,278.96
2023-01-08 14:00:00+00:00,279.58,96,6.7,100,998,278.99
2023-01-08 15:00:00+00:00,279.63,96,6.2,98,998,279.04
2023-01-08 16:00:00+00:00,279.51,96,6.7,96,998,278.92
2023-01-08 17:00:00+00:00,279.81,96,6.7,99,998,279.22
2023-01-08 18:00:00+00:00,279.88,96,7.7,96,998,279.29
2023-01-08 19:00:00+00:00,279.99,96,4.6,81,998,279.4
2023-01-08 20:00:00+00:00,279.83,96,3.1,95,997,279.24
2023-01-08 21:00:00+00:00,279.62,96,3.6,96,997,279.03
2023-01-08 22:00:00+00:00,279.44,96,5.1,91,996,278.85
2023-01-08 23:00:00+00:00,279.32,96,6.7,92,995,278.73
2023-01-09 00:00:00+00:00,279.29,97,7.7,76,996,278.85
2023-01-09 01:00:00+00:00,279.34,96,8.2,67,995,278.75
2023-01-09 02:00:00+00:00,279.29,97,7.7,17,994,278.85
2023-01-09 03:00:00+00:00,279.19,96,6.2,40,994,278.6
2023-01-09 04:00:00+00:00,279.18,96,6.7,93,995,278.59
2023-01-09 05:00:00+00:00,279.03,97,5.1,100,996,278.59
2023-01-09 06:00:00+00:00,278.83,97,7.2,100,995,278.39
2023-01-09 07:00:00+00:00,278.78,97,7.2,98,995,278.34
2023-01-09 08:00:00+00:00,278.54,97,7.7,99,993,278.1
2023-01-09 09:00:00+00:00,278.1,97,7.7,100,994,277.66
2023-01-09 10:00:00+00:00,278.5,97,8.8,100,994,278.06
2023-01-09 11:00:00+00:00,278.57,97,8.2,100,994,278.13
2023-01-09 12:00:00+00:00,278.86,96,7.2,100,994,278.27
2023-01-09 13:00:00+00:00,278.38,96,2.6,100,994,277.8
2023-01-09 14:00:00+00:00,278.3,96,4.1,97,993,277.72
2023-01-09 15:00:00+00:00,278.43,95,6.2,100,995,277.7
2023-01-09 16:00:00+00:00,278.15,96,5.1,97,996,277.57
2023-01-09 17:00:00+00:00,278.21,96,5.7,78,996,277.63
2023-01-09 18:00:00+00:00,278.57,95,6.2,58,997,277.83
2023-01-09 19:00:00+00:00,278.22,94,7.2,59,998,277.34
2023-01-09 20:00:00+00:00,277.86,94,8.2,79,998,276.98
2023-01-09 21:00:00+00:00,277.58,94,6.2,88,999,276.7
2023-01-09 22:00:00+00:00,277.08,94,6.2,88,1001,276.2
2023-01-09 23:00:00+00:00,276.94,93,2.0,79,999,275.91
2023-01-10 00:00:00+00:00,276.71,94,5.7,86,1001,275.84
2023-01-10 01:00:00+00:00,276.76,95,5.7,99,1001,276.04
2023-01-10 02:00:00+00:00,276.93,95,7.2,99,1003,276.2
2023-01-10 03:00:00+00:00,277.91,95,6.7,100,1004,277.18
2023-01-10 04:00:00+00:00,278.15,96,7.2,81,1004,277.57
2023-01-10 05:00:00+00:00,278.49,96,6.7,52,1006,277.9
2023-01-10 06:00:00+00:00,278.46,95,6.7,26,1006,277.73
2023-01-10 07:00:00+00:00,278.58,96,7.2,25,1007,277.99
2023-01-10 08:00:00+00:00,278.74,96,6.7,43,1008,278.15
2023-01-10 09:00:00+00:00,279.14,94,2.1,23,1007,278.25
2023-01-10 10:00:00+00:00,279.46,95,5.7,28,1010,278.72
2023-01-10 11:00:00+00:00,279.76,92,7.2,10,1010,278.55
2023-01-10 12:00:00+00:00,280.11,91,6.7,7,1010,278.74
2023-01-10 13:00:00+00:00,279.74,91,7.2,8,1011,278.38
2023-01-10 14:00:00+00:00,279.17,92,7.7,47,1011,277.97
2023-01-10 15:00:00+00:00,279.01,91,7.2,77,1012,277.66
2023-01-10 16:00:00+00:00,278.52,91,7.2,100,1011,277.17
2023-01-10 17:00:00+00:00,278.56,92,8.2,100,1011,277.37
2023-01-10 18:00:00+00:00,278.74,92,9.3,100,1011,277.54
2023-01-10 19:00:00+00:00,278.75,92,9.8,100,1011,277.55
2023-01-10 20:00:00+00:00,278.74,93,10.8,100,1010,277.7
2023-01-10 21:00:00+00:00,278.42,92,10.8,100,1009,277.23
2023-01-10 22:00:00+00:00,278.11,92,11.8,100,1008,276.92
2023-01-10 23:00:00+00:00,278.5,91,14.4,100,1008,277.15
2023-01-11 00:00:00+00:00,278.69,88,14.4,100,1007,276.86
2023-01-11 01:00:00+00:00,278.37,89,13.9,100,1005,276.71
2023-01-11 02:00:00+00:00,277.96,93,16.0,100,1004,276.93
2023-01-11 03:00:00+00:00,277.78,93,16.5,100,1002,276.75
2023-01-11 04:00:00+00:00,277.83,94,16.5,100,1001,276.95
2023-01-11 05:00:00+00:00,278.04,94,16.5,100,1000,277.16
2023-01-11 06:00:00+00:00,278.4,95,16.5,100,1000,277.67
2023-01-11 07:00:00+00:00,278.8,95,15.4,100,1000,278.06
2023-01-11 08:00:00+00:00,279.34,95,12.9,100,1000,278.6
2023-01-11 09:00:00+00:00,279.7,96,11.8,100,1000,279.11
2023-01-11 10:00:00+00:00,279.88,96,10.3,100,1000,279.29
2023-01-11 11:00:00+00:00,280.57,96,8.2,100,1001,279.97
2023-01-11 12:00:00+00:00,280.46,96,9.8,100,1001,279.87
2023-01-11 13:00:00+00:00,280.75,95,8.2,100,1000,280.0
2023-01-11 14:00:00+00:00,280.53,95,6.2,100,1001,279.78
2023-01-11 15:00:00+00:00,280.44,95,8.2,100,1002,279.69
2023-01-11 16:00:00+00:00,280.02,95,7.2,86,1001,279.28
2023-01-11 17:00:00+00:00,279.49,95,6.2,97,1002,278.75
2023-01-11 18:00:00+00:00,279.17,95,6.7,100,1002,278.43
2023-01-11 19:00:00+00:00,279.13,95,8.8,90,1004,278.39
2023-01-11 20:00:00+00:00,279.18,93,10.3,86,1004,278.14
2023-01-11 21:00:00+00:00,279.21,94,8.8,70,1004,278.32
2023-01-11 22:00:00+00:00,279.14,92,8.8,28,1004,277.94
2023-01-11 23:00:00+00:00,279.02,93,10.8,28,1003,277.98
2023-01-12 00:00:00+00:00,278.8,93,10.3,77,1003,277.76
2023-01-12 01:00:00+00:00,278.99,93,11.8,100,1002,277.95
2023-01-12 02:00:00+00:00,279.07,94,14.9,100,1000,278.18
2023-01-12 03:00:00+00:00,279.15,93,14.4,96,999,278.11
2023-01-12 04:00:00+00:00,279.05,92,12.4,46,1000,277.85
2023-01-12 05:00:00+00:00,279.04,92,11.8,43,1000,277.84
2023-01-12 06:00:00+00:00,279.08,92,10.3,93,998,277.88
2023-01-12 07:00:00+00:00,278.9,93,10.8,100,998,277.86
2023-01-12 08:00:00+00:00,279.18,91,10.8,100,999,277.82
2023-01-12 09:00:00+00:00,279.27,94,10.3,100,999,278.38
2023-01-12 10:00:00+00:00,279.28,95,10.8,100,996,278.54
2023-01-12 11:00:00+00:00,279.46,95,11.3,100,995,278.72
2023-01-12 12:00:00+00:00,279.61,96,12.4,100,993,279.02
2023-01-12 13:00:00+00:00,279.86,96,13.9,100,991,279.27
2023-01-12 14:00:00+00:00,280.54,95,11.3,100,991,279.79
2023-01-12 15:00:00+00:00,281.06,95,11.8,100,992,280.31
2023-01-12 16:00:00+00:00,280.75,93,11.3,100,993,279.69
2023-01-12 17:00:00+00:00,280.08,94,8.2,100,994,279.18
2023-01-12 18:00:00+00:00,279.99,93,6.7,100,995,278.94
2023-01-12 19:00:00+00:00,279.9,91,8.8,100,995,278.54
2023-01-12 20:00:00+00:00,279.06,91,4.1,100,996,277.71
2023-01-12 21:00:00+00:00,279.06,94,5.7,100,996,278.17
2023-01-12 22:00:00+00:00,279.19,94,7.7,100,995,278.3
2023-01-12 23:00:00+00:00,279.38,95,7.7,100,995,278.64
2023-01-13 00:00:00+00:00,280.03,96,9.8,100,994,279.44
2023-01-13 01:00:00+00:00,280.91,95,10.8,100,993,280.16
2023-01-13 02:00:00+00:00,281.21,96,9.8,95,993,280.61
2023-01-13 03:00:00+00:00,281.01,93,9.8,66,993,279.95
2023-01-13 04:00:00+00:00,280.36,92,10.3,88,994,279.15
2023-01-13 05:00:00+00:00,280.06,90,8.8,36,994,278.54
2023-01-13 06:00:00+00:00,279.19,93,8.8,33,994,278.15
2023-01-13 07:00:00+00:00,279.07,91,10.3,40,993,277.72
2023-01-13 08:00:00+00:00,279.34,90,11.3,44,995,277.82
2023-01-13 09:00:00+00:00,279.79,86,11.8,41,995,277.62
2023-01-13 10:00:00+00:00,280.22,91,11.8,43,994,278.85
2023-01-13 11:00:00+00:00,280.58,84,5.2,41,993,278.06
2023-01-13 12:00:00+00:00,280.43,86,13.4,56,994,278.25
2023-01-13 13:00:00+00:00,280.45,85,13.4,75,993,278.1
2023-01-13 14:00:00+00:00,280.2,86,13.4,100,993,278.02
2023-01-13 15:00:00+00:00,279.84,89,14.4,100,993,278.16
2023-01-13 16:00:00+00:00,280.08,88,14.9,94,993,278.23
2023-01-13 17:00:00+00:00,279.98,90,13.9,69,993,278.46
2023-01-13 18:00:00+00:00,279.97,89,12.9,87,994,278.29
2023-01-13 19:00:00+00:00,279.9,88,12.9,97,994,278.06
2023-01-13 20:00:00+00:00,279.84,89,12.9,100,994,278.16
2023-01-13 21:00:00+00:00,279.7,91,13.4,99,994,278.34
2023-01-13 22:00:00+00:00,279.8,92,13.4,77,994,278.59
2023-01-13 23:00:00+00:00,279.54,93,11.8,81,994,278.49
2023-01-14 00:00:00+00:00,279.79,94,12.9,65,996,278.89
2023-01-14 01:00:00+00:00,279.76,90,14.4,42,997,278.24
2023-01-14 02:00:00+00:00,279.4,87,12.4,49,999,277.4
2023-01-14 03:00:00+00:00,279.29,86,12.4,25,1000,277.13
2023-01-14 04:00:00+00:00,279.36,85,11.3,27,1002,277.03
2023-01-14 05:00:00+00:00,279.28,87,11.8,33,1001,277.28
2023-01-14 06:00:00+00:00,279.35,86,10.8,33,1003,277.19
2023-01-14 07:00:00+00:00,279.33,88,10.8,33,1004,277.49
2023-01-14 08:00:00+00:00,279.16,89,10.8,20,1003,277.49
2023-01-14 09:00:00+00:00,279.44,89,10.8,32,1004,277.76
2023-01-14 10:00:00+00:00,279.86,89,7.7,45,1004,278.18
2023-01-14 11:00:00+00:00,279.68,87,8.8,100,1004,277.68
2023-01-14 12:00:00+00:00,279.67,88,8.8,100,1003,277.83
2023-01-14 13:00:00+00:00,279.5,89,9.8,100,1002,277.82
2023-01-14 14:00:00+00:00,279.18,89,11.3,100,1000,277.51
2023-01-14 15:00:00+00:00,278.84,89,11.8,100,999,277.17
2023-01-14 16:00:00+00:00,278.87,89,12.9,100,997,277.2
2023-01-14 17:00:00+00:00,278.65,91,16.0,100,995,277.3
2023-01-14 18:00:00+00:00,278.4,92,17.5,100,993,277.21
2023-01-14 19:00:00+00:00,278.56,93,17.0,100,991,277.52
2023-01-14 20:00:00+00:00,278.8,94,17.5,100,988,277.91
2023-01-14 21:00:00+00:00,279.27,95,16.5,100,987,278.53
2023-01-14 22:00:00+00:00,279.77,95,16.0,100,986,279.03
2023-01-14 23:00:00+00:00,280.13,95,14.4,100,985,279.39
2023-01-15 00:00:00+00:00,280.57,95,12.9,100,985,279.82
2023-01-15 01:00:00+00:00,279.68,91,10.3,100,985,278.32
2023-01-15 02:00:00+00:00,278.98,89,11.3,100,986,277.31
2023-01-15 03:00:00+00:00,278.75,88,12.4,100,987,276.92
2023-01-15 04:00:00+00:00,278.69,87,12.9,100,987,276.7
2023-01-15 05:00:00+00:00,278.85,87,12.4,100,986,276.86
2023-01-15 06:00:00+00:00,278.73,85,13.4,97,987,276.41
2023-01-15 07:00:00+00:00,278.72,85,13.4,44,986,276.4
2023-01-15 08:00:00+00:00,278.83,84,14.9,64,986,276.34
2023-01-15 09:00:00+00:00,278.58,85,12.9,94,987,276.26
2023-01-15 10:00:00+00:00,279.21,78,16.5,80,986,275.67
2023-01-15 11:00:00+00:00,279.47,74,16.0,76,986,275.18
2023-01-15 12:00:00+00:00,279.61,71,16.5,51,986,274.74
2023-01-15 13:00:00+00:00,279.28,71,17.5,46,985,274.42
2023-01-15 14:00:00+00:00,279.26,69,17.5,90,983,274.01
2023-01-15 15:00:00+00:00,278.92,71,18.0,100,983,274.08
2023-01-15 16:00:00+00:00,278.35,79,22.1,100,982,275.01
2023-01-15 17:00:00+00:00,278.25,85,20.1,78,982,275.94
2023-01-15 18:00:00+00:00,278.24,88,18.0,79,981,276.42
2023-01-15 19:00:00+00:00,278.56,88,16.0,83,983,276.73
2023-01-15 20:00:00+00:00,278.93,84,17.0,79,984,276.44
2023-01-15 21:00:00+00:00,278.86,83,16.0,48,985,276.2
2023-01-15 22:00:00+00:00,278.97,82,16.0,73,985,276.14
2023-01-15 23:00:00+00:00,278.66,81,13.9,47,987,275.66
2023-01-16 00:00:00+00:00,278.51,82,13.9,48,989,275.69
2023-01-16 01:00:00+00:00,278.31,83,13.4,48,988,275.66
2023-01-16 02:00:00+00:00,277.98,85,11.3,51,989,275.68
2023-01-16 03:00:00+00:00,277.66,87,11.3,41,990,275.69
2023-01-16 04:00:00+00:00,277.21,89,11.3,48,989,275.56
2023-01-16 05:00:00+00:00,277.36,90,11.3,31,990,275.87
2023-01-16 06:00:00+00:00,277.08,90,10.8,43,990,275.59
2023-01-16 07:00:00+00:00,277.22,91,10.8,52,992,275.89
2023-01-16 08:00:00+00:00,277.06,87,9.3,51,990,275.1
2023-01-16 09:00:00+00:00,277.97,87,9.3,74,990,275.99
2023-01-16 10:00:00+00:00,278.39,88,7.7,40,990,276.57
2023-01-16 11:00:00+00:00,278.39,87,9.3,49,989,276.41
2023-01-16 12:00:00+00:00,278.29,86,8.2,45,989,276.14
2023-01-16 13:00:00+00:00,278.34,83,10.8,64,987,275.69
2023-01-16 14:00:00+00:00,277.65,87,10.8,100,986,275.68
2023-01-16 15:00:00+00:00,277.24,90,9.3,100,986,275.75
2023-01-16 16:00:00+00:00,277.15,89,13.4,99,985,275.5
2023-01-16 17:00:00+00:00,277.63,88,12.9,100,985,275.82
2023-01-16 18:00:00+00:00,277.76,85,14.9,100,985,275.46
2023-01-16 19:00:00+00:00,277.67,84,15.4,98,983,275.21
2023-01-16 20:00:00+00:00,277.85,82,16.0,100,982,275.04
2023-01-16 21:00:00+00:00,277.9,81,16.0,100,982,274.92
2023-01-16 22:00:00+00:00,277.66,84,13.9,99,981,275.2
2023-01-16 23:00:00+00:00,277.44,83,11.3,98,981,274.81
2023-01-17 00:00:00+00:00,277.83,81,12.9,100,980,274.85
2023-01-17 01:00:00+00:00,277.66,81,12.4,100,979,274.69
2023-01-17 02:00:00+00:00,277.59,82,12.4,100,978,274.79
2023-01-17 03:00:00+00:00,277.29,84,13.9,100,978,274.83
2023-01-17 04:00:00+00:00,277.2,83,13.4,100,977,274.58
2023-01-17 05:00:00+00:00,277.02,85,14.4,98,977,274.73
2023-01-17 06:00:00+00:00,276.5,88,13.4,100,976,274.71
